epoch,loss,val_loss
0,0.23099684715270996,0.09915580600500107
1,0.16088874638080597,0.06162446737289429
2,0.10038088262081146,0.0330483540892601
3,0.05243459716439247,0.015191920101642609
4,0.02317538857460022,0.013630702160298824
5,0.014670551754534245,0.020229719579219818
6,0.015547208487987518,0.01627957634627819
7,0.01312505453824997,0.011975603178143501
8,0.012575608678162098,0.010922799818217754
9,0.011778417974710464,0.011193115264177322
10,0.010734331794083118,0.009488718584179878
11,0.009728617034852505,0.00806359201669693
12,0.008797243237495422,0.006860850844532251
13,0.007969849742949009,0.006079449318349361
14,0.007379322312772274,0.005542009137570858
15,0.00685291551053524,0.005242020357400179
16,0.0066244821064174175,0.005166659597307444
17,0.006346620619297028,0.004975440911948681
18,0.006110548973083496,0.004974917508661747
19,0.005953958258032799,0.004884449765086174
20,0.005815286189317703,0.004969252273440361
21,0.005704029463231564,0.004779143258929253
22,0.005593794398009777,0.004862355068325996
23,0.005475782789289951,0.004847338888794184
24,0.005444004200398922,0.004585945978760719
25,0.005264839623123407,0.0048895301297307014
26,0.005065352190285921,0.004446214996278286
27,0.004936717450618744,0.004468864295631647
28,0.004764249548316002,0.004367224872112274
29,0.00462418794631958,0.0041190097108483315
30,0.004496078938245773,0.0041569191962480545
31,0.004263921640813351,0.0040100072510540485
32,0.004039977211505175,0.003943142481148243
33,0.003793595125898719,0.0037295690272003412
34,0.0036063585430383682,0.0037107274401932955
35,0.0033586504869163036,0.003475624369457364
36,0.0031622962560504675,0.003266414627432823
37,0.002945972140878439,0.0032174207735806704
38,0.0027768276631832123,0.003541997168213129
39,0.0025262378621846437,0.003055280540138483
40,0.002224133349955082,0.0027600121684372425
41,0.00203659082762897,0.0028545816894620657
42,0.001849435968324542,0.002466151025146246
43,0.001778977457433939,0.002746076788753271
44,0.0015454631065949798,0.0028238599188625813
45,0.0013722762232646346,0.002394067356362939
46,0.0012051856610924006,0.0021894387900829315
47,0.001101181609556079,0.0021598543971776962
48,0.0009578898316249251,0.0024522319436073303
49,0.0009207191178575158,0.002515567699447274
50,0.0008229230297729373,0.0019887485541403294
51,0.0007208940223790705,0.002013507066294551
52,0.000685160281136632,0.0023591197095811367
53,0.0007073098095133901,0.002395970281213522
54,0.0005793625023216009,0.002054062206298113
55,0.0006050486699678004,0.0020177189726382494
56,0.0005456803482957184,0.0021576585713773966
57,0.0005426573916338384,0.0021278802305459976
58,0.0004997222567908466,0.0018199228215962648
59,0.00048404053086414933,0.00179053854662925
60,0.0004702569858636707,0.0019016594160348177
61,0.00046110525727272034,0.001972661819308996
62,0.00045210603275336325,0.0017224833136424422
63,0.0004388977540656924,0.001784441526979208
64,0.0004376011493150145,0.001699036918580532
65,0.00042612419929355383,0.0016425995854660869
66,0.0004527330747805536,0.0016452644485980272
67,0.00043297995580360293,0.001596382586285472
68,0.00044174419599585235,0.00152324209921062
69,0.0004203150747343898,0.001715760794468224
70,0.00042755561298690736,0.001555688097141683
71,0.0004466196696739644,0.0013280025450512767
72,0.0004908015835098922,0.001422373577952385
73,0.0005049643223173916,0.0018207634566351771
74,0.00041137009975500405,0.0016360966255888343
75,0.00040814554085955024,0.001465922105126083
76,0.00039327688864432275,0.0016479598125442863
77,0.00038948599831201136,0.0016125228721648455
78,0.000384198414394632,0.0014639708679169416
79,0.00038579723332077265,0.0014555929228663445
80,0.00037857278948649764,0.0015817087842151523
81,0.0003772597119677812,0.001438796753063798
