epoch,loss,val_loss
0,0.31488895416259766,0.12831813097000122
1,0.21196521818637848,0.07902928441762924
2,0.1355603039264679,0.043929506093263626
3,0.07722410559654236,0.022202162072062492
4,0.039004258811473846,0.017621874809265137
5,0.02330329269170761,0.028817495331168175
6,0.023544762283563614,0.0294563639909029
7,0.02093869261443615,0.02038300782442093
8,0.019398760050535202,0.016631461679935455
9,0.01876516453921795,0.017285790294408798
10,0.01723027415573597,0.016693171113729477
11,0.015961864963173866,0.014663705602288246
12,0.014511538669466972,0.01276925764977932
13,0.013181768357753754,0.011313647031784058
14,0.011780962347984314,0.010079946368932724
15,0.010483921505510807,0.008182640187442303
16,0.009402882307767868,0.0073378379456698895
17,0.008723659440875053,0.006738799624145031
18,0.008349966257810593,0.006364202126860619
19,0.008027597330510616,0.006132457405328751
20,0.007891351357102394,0.006143794395029545
21,0.007777745835483074,0.005864143371582031
22,0.007584098260849714,0.0058072637766599655
23,0.007442859932780266,0.005681011825799942
24,0.0071846479550004005,0.005540455691516399
25,0.006906712427735329,0.005566529929637909
26,0.006644103676080704,0.005316872615367174
27,0.006587321404367685,0.005150372162461281
28,0.006550678983330727,0.005162601359188557
29,0.006019140128046274,0.00494393752887845
30,0.005925780162215233,0.005036425311118364
31,0.005587263032793999,0.004776882007718086
32,0.0054990379139781,0.0048734527081251144
33,0.00544150173664093,0.004660686478018761
34,0.005128329619765282,0.004672205541282892
35,0.0050210789777338505,0.004536943044513464
36,0.00487454142421484,0.004395688883960247
37,0.004700587596744299,0.004408467095345259
38,0.004658495541661978,0.004478035494685173
39,0.00449370639398694,0.0041520497761666775
40,0.004400994163006544,0.004019998945295811
41,0.004062016494572163,0.004049365874379873
42,0.003948776051402092,0.0039998432621359825
43,0.00374660175293684,0.0038117272779345512
44,0.0036146368365734816,0.003910192288458347
45,0.003418742911890149,0.003630394348874688
46,0.0032722700852900743,0.003604461206123233
47,0.003154527861624956,0.0034822251182049513
48,0.003004106692969799,0.003383253002539277
49,0.0029000770300626755,0.0034196709748357534
50,0.002700988668948412,0.003348655067384243
51,0.002585233887657523,0.0033551454544067383
52,0.0024760726373642683,0.00293227331712842
53,0.0023714283015578985,0.003076526802033186
54,0.002223958494141698,0.0031785331666469574
55,0.002076793694868684,0.002986419713124633
56,0.0019700711127370596,0.002888590097427368
57,0.0018236354226246476,0.0027517126873135567
58,0.001742148888297379,0.0028231930918991566
59,0.001630387152545154,0.0027979575097560883
60,0.001576161477714777,0.0025275142397731543
61,0.0014626923948526382,0.002640399383381009
62,0.0013693138025701046,0.002593493554741144
63,0.0013511263532564044,0.00263770273886621
64,0.0012495395494624972,0.0023320848122239113
65,0.001240857527591288,0.0025665333960205317
66,0.001148546696640551,0.0027510803192853928
67,0.0011427707504481077,0.00225439784117043
68,0.001109785633161664,0.0023053758777678013
69,0.0010032340651378036,0.0026699474547058344
70,0.0009727022843435407,0.002418101066723466
71,0.000922698643989861,0.0021231474820524454
72,0.0008760811178945005,0.0025063788052648306
73,0.0008631969685666263,0.0024843609426170588
74,0.0008670924580655992,0.0021652821451425552
75,0.0008394784526899457,0.0019352540839463472
76,0.0008214483968913555,0.0021754256449639797
77,0.000807499629445374,0.0027400944381952286
78,0.0007774936966598034,0.002123697195202112
79,0.0007327295024879277,0.0018970869714394212
80,0.0007060886127874255,0.0018841864075511694
81,0.0007460486958734691,0.0021033554803580046
82,0.0006670942530035973,0.0020461678504943848
83,0.0006395403761416674,0.0018833066569641232
84,0.0006343232234939933,0.0017713489942252636
85,0.0006075751152820885,0.002026151167228818
86,0.0006148191168904305,0.0017637189012020826
87,0.0005858318181708455,0.0016828733496367931
88,0.0005830079317092896,0.0018871801439672709
89,0.0005796820623800159,0.0015229826094582677
90,0.0005949228070676327,0.0014716425212100148
91,0.0005448407027870417,0.0015648867702111602
92,0.0005559030687436461,0.001567487372085452
93,0.0005058438400737941,0.0014785731909796596
94,0.0004786723875440657,0.0014620217261835933
95,0.0004720240831375122,0.0013700432609766722
96,0.0004610652686096728,0.0015284887049347162
97,0.0004683707666117698,0.001500308862887323
98,0.00046375097008422017,0.001392946345731616
99,0.0004497731279116124,0.0013954145833849907
